nodeID,nodeLabel,latitude,longitude,year
128,RuedesheimerPlatz,52.473333,13.314444,1913
129,Rudow,52.416111,13.495278,1972
130,Ruhleben,52.525556,13.241389,1929
131,Samariterstrasse,52.514722,13.464444,1930
132,Scharnweberstrasse,52.566944,13.312778,1958
133,Schillingstrasse,52.520556,13.421111,1930
134,SchlesischesTor,52.500833,13.441667,1902
135,Schlossstrasse,52.460833,13.324444,1974
136,SchoenhauserAllee,52.549444,13.413889,1913
137,Schoenleinstrasse,52.492778,13.421944,1927
138,Schwartzkopffstrasse,52.535278,13.377222,1923
139,Seestrasse,52.548,13.347,1923
140,Senefelderplatz,52.532222,13.4125,1913
141,Siemensdamm,52.536667,13.273056,1980
142,Sophie-Charlotte-Platz,52.510833,13.296667,1908
143,Spichernstrasse,52.496667,13.331111,1959
144,Spittelmarkt,52.511111,13.403611,1908
145,Stadtmitte,52.512222,13.389444,1908
146,StrausbergerPlatz,52.518056,13.430833,1930
147,Suedstern,52.489444,13.407778,1924
148,Tempelhof,52.470756,13.38535,1929
149,Theodor-Heuss-Platz,52.509722,13.273056,1908
150,Thielplatz,52.451111,13.281944,1913
151,Tierpark,52.498056,13.522778,1973
152,Turmstrasse,52.525833,13.341389,1961
153,Uhlandstrasse,52.5025,13.325556,1913
154,Ullsteinstrasse,52.453889,13.384444,1966
155,Viktoria-Luise-Platz,52.496111,13.342778,1910
156,Vinetastrasse,52.559444,13.413333,1930
157,Voltastrasse,52.542222,13.393056,1930
158,Walther-Schreiber-Platz,52.466111,13.328333,1971
159,WarschauerStrasse,52.506,13.449,1902
160,Weberwiese,52.516667,13.445,1930
161,Wedding,52.5425,13.366111,1923
162,Weinmeisterstrasse,52.525,13.405,1930
163,Westhafen,52.536,13.344,1961
164,Westphalweg,52.446,13.386,1966
165,WilmersdorferStrasse,52.506389,13.306944,1978
166,Wittenau,52.595833,13.336667,1994
167,Wittenbergplatz,52.501944,13.343056,1902
168,Wuhletal,52.5125,13.575,1989
169,Wutzkyallee,52.423,13.475,1970
170,Yorckstrasse,52.492222,13.367778,1971
171,Zitadelle,52.537778,13.217778,1984
172,ZoologischerGarten,52.507222,13.3325,1902
173,ZwickauerDamm,52.423333,13.483889,1970
