nodeID,nodeLabel,latitude,longitude,year
127,Tacubaya,19.403439,-99.187102,1970
128,Talisman,19.47428,-99.108009,1981
129,Tasquena,19.344168,-99.142685,1970
130,Tepalcates,19.391335,-99.046383,1991
131,Tepito,19.442495,-99.12333,1999
132,TerminalAerea,19.433734,-99.087667,1981
133,Tezozomoc,19.495116,-99.196286,1983
134,Tlatelolco,19.454979,-99.142814,1970
135,UAMI,19.351234,-99.074707,1994
136,Universidad,19.324427,-99.17397,1983
137,ValleGomez,19.458742,-99.119296,1982
138,Vallejo,19.490625,-99.15586,1983
139,Velodromo,19.408478,-99.103074,1987
140,Viaducto,19.400808,-99.136891,1970
141,VilladeAragon,19.461656,-99.061704,1999
142,VilladeCortes,19.38753,-99.138994,1970
143,ViverosDerechosHumanos,19.353724,-99.176052,1983
144,Xola,19.3952,-99.1377,1970
145,Zapata,19.370952,-99.164937,1980
146,Zaragoza,19.412344,-99.08241,1969
147,Zocalo,19.433248,-99.1329,1970
