nodeID,nodeLabel,latitude,longitude,year
309,CocherasML,40.3968493,-3.80406203,2007
310,RetamaresML,40.39878528,-3.816724,2007
311,MonteprincipeML,40.39813304,-3.835463597,2007
312,VentorrodelCanoML,40.39426138,-3.838024,2007
313,PradodelEspinoML,40.39525744,-3.847737469,2007
314,CantabriaML,40.39543341,-3.864527762,2007
315,FerialdeBoadillaML,40.40196942,-3.879343,2007
316,BoadillaCentroML,40.40689625,-3.879764548,2007
317,NuevoMundoML,40.40571346,-3.885586764,2007
318,SigloXXIML,40.40499594,-3.892631,2007
319,InfanteDonLuisML,40.40581957,-3.897762,2007
320,PuertadeBoadillaML,40.40781116,-3.904028,2007
